s_hat,z,rhs,violation
"[[8, 11, 14, 18, 22, 25, 30, 32, 37, 38, 50], [4, 8, 9, 11, 12, 14, 15, 17, 18, 22, 25, 30, 32, 37, 38, 50], [2, 4, 6, 8, 9, 11, 12, 14, 15, 16, 17, 18, 22, 23, 24, 25, 26, 30, 32, 33, 34, 35, 36, 37, 38, 43, 45, 48, 50, 51], [2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[0.0, 1.5000000000000002, 2.500000000000001, 6.0]","[2, 4, 6, 8]","[2.0, 2.5, 3.499999999999999, 2.0]"
"[[45], [3, 4, 7, 11, 15, 18, 20, 21, 23, 28, 29, 30, 33, 34, 35, 37, 39, 44, 45, 47, 48], [2, 3, 4, 5, 6, 7, 10, 11, 14, 15, 17, 18, 20, 21, 23, 26, 27, 28, 29, 30, 32, 33, 34, 35, 37, 39, 42, 44, 45, 47, 48, 51], [2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51]]","[2.0, 4.000000000000002, 5.555555555555559, 7.999999999999991]","[2, 4, 6, 8]","[0.0, -1.7763568394002505e-15, 0.4444444444444411, 8.881784197001252e-15]"
"[[8, 12, 37, 47], [5, 8, 12, 13, 18, 22, 34, 37, 38, 41, 47, 49], [3, 5, 8, 12, 13, 14, 17, 18, 20, 22, 23, 24, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 44, 46, 47, 49, 50], [3, 5, 8, 12, 13, 14, 17, 18, 20, 22, 23, 24, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 44, 46, 47, 49, 50], [3, 5, 8, 9, 12, 13, 14, 17, 18, 20, 22, 23, 24, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 44, 46, 47, 48, 49, 50], [2, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 17, 18, 20, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51], [2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[0.0, 2.0, 3.0, 3.0, 5.0, 7.0, 14.0]","[2, 4, 8, 8, 10, 12, 14]","[2.0, 2.0, 5.0, 5.0, 5.0, 5.0, 0.0]"
"[[45], [3, 5, 13, 31, 34, 41, 49], [3, 8, 9, 12, 14, 21, 23, 24, 29, 30, 31, 33, 36, 37, 39, 47, 50, 51], [3, 5, 6, 8, 9, 12, 13, 14, 18, 21, 22, 23, 24, 30, 31, 33, 34, 36, 37, 38, 39, 41, 47, 49, 50, 51], [2, 3, 4, 7, 8, 9, 12, 14, 15, 17, 20, 21, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 35, 36, 37, 39, 40, 44, 45, 46, 47, 48, 50, 51], [2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 17, 18, 20, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 44, 45, 46, 47, 48, 49, 50], [2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[2.0, 4.0, 5.990361445783135, 7.860240963855428, 9.826506024096387, 11.566265060240971, 14.0]","[2, 4, 6, 8, 10, 12, 14]","[0.0, 0.0, 0.009638554216865103, 0.1397590361445724, 0.1734939759036127, 0.4337349397590291, 0.0]"
"[[22, 34, 38, 41], [22, 34, 38, 41], [3, 4, 7, 16, 19, 22, 29, 30, 33, 34, 38, 39, 40, 41, 46, 47, 48, 50], [2, 13, 18, 21, 22, 23, 24, 27, 31, 34, 35, 38, 41, 42, 43, 45], [2, 13, 15, 18, 21, 22, 23, 24, 27, 31, 34, 35, 38, 41, 42, 43, 45], [2, 3, 4, 7, 13, 16, 18, 19, 21, 22, 23, 24, 27, 29, 30, 31, 33, 34, 35, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 50], [2, 3, 4, 7, 13, 16, 18, 19, 21, 22, 23, 24, 27, 29, 30, 31, 33, 34, 35, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 50], [2, 3, 4, 7, 13, 15, 16, 18, 19, 21, 22, 23, 24, 26, 27, 29, 30, 31, 33, 34, 35, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 50], [2, 3, 4, 7, 8, 12, 13, 16, 18, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50], [2, 3, 4, 5, 7, 8, 9, 12, 13, 16, 18, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 50], [2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 50], [2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]]","[0.0, 0.0, 2.0, 2.0, 4.0, 4.0, 4.0, 6.0, 8.0, 10.0, 14.0, 20.0]","[4, 4, 8, 8, 10, 14, 14, 16, 18, 20, 22, 24]","[4.0, 4.0, 6.0, 6.0, 6.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 4.0]"
"[[18, 38, 44], [6, 7, 10, 18, 21, 22, 23, 27, 28, 29, 35, 37, 38, 42, 44, 45, 46, 47], [3, 5, 6, 7, 9, 10, 13, 14, 15, 17, 18, 21, 22, 23, 24, 26, 27, 28, 29, 30, 32, 33, 35, 36, 37, 38, 42, 43, 44, 45, 46, 47, 49, 50], [2, 3, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[1.2857142857142854, 2.9285714285714297, 4.571428571428573, 6.07142857142857]","[2, 4, 6, 8]","[0.7142857142857146, 1.0714285714285703, 1.428571428571427, 1.9285714285714297]"
"[[45], [8, 9, 12, 14, 23, 30, 33, 37, 47, 50], [3, 5, 8, 9, 12, 14, 23, 24, 30, 31, 33, 34, 36, 37, 38, 39, 47, 49, 50], [2, 4, 7, 8, 9, 12, 14, 17, 20, 23, 25, 26, 28, 29, 30, 32, 33, 35, 37, 40, 44, 45, 47, 50], [2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 17, 21, 22, 23, 24, 26, 28, 30, 31, 33, 34, 36, 37, 38, 39, 41, 45, 47, 49, 50, 51], [2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 17, 18, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 47, 49, 50, 51], [2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[2.0, 3.189285714285715, 5.189285714285714, 6.6571428571428575, 8.61071428571428, 10.328571428571426, 14.0]","[2, 4, 6, 8, 10, 12, 14]","[0.0, 0.810714285714285, 0.8107142857142859, 1.3428571428571425, 1.3892857142857196, 1.6714285714285744, 0.0]"
"[[45], [3, 11, 15, 18, 20, 21, 23, 28, 29, 30, 33, 34, 35, 37, 39, 44, 45, 47, 48], [3, 4, 5, 6, 7, 10, 11, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 28, 29, 30, 32, 33, 34, 35, 37, 39, 44, 45, 47, 48, 49, 50, 51], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51]]","[2.0, 4.000000000000002, 5.0625, 7.999999999999998]","[2, 4, 6, 8]","[0.0, -1.7763568394002505e-15, 0.9375, 1.7763568394002505e-15]"
"[[45], [3, 4, 11, 15, 18, 20, 21, 23, 28, 29, 30, 33, 34, 35, 37, 39, 44, 45, 47, 48], [2, 3, 4, 5, 6, 7, 10, 11, 14, 15, 17, 18, 20, 21, 23, 26, 27, 28, 29, 30, 32, 33, 34, 35, 37, 39, 42, 44, 45, 47, 48, 51], [2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51]]","[2.0, 4.0, 5.5, 8.0]","[2, 4, 6, 8]","[0.0, 0.0, 0.5, 0.0]"
"[[45], [18, 27, 31, 43, 44, 45, 50], [3, 8, 12, 14, 18, 26, 27, 31, 34, 43, 44, 45, 47, 48, 49, 50], [2, 3, 7, 8, 11, 12, 16, 18, 21, 24, 26, 27, 29, 30, 31, 33, 34, 35, 43, 44, 45, 47, 48, 49, 50], [2, 3, 5, 7, 8, 11, 12, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 33, 34, 35, 36, 42, 43, 44, 45, 47, 48, 49, 50, 51], [2, 3, 4, 5, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[2.0, 4.0, 6.0, 8.0, 9.999999999999998, 11.80952380952381]","[2, 4, 6, 8, 10, 12]","[0.0, 0.0, 0.0, 0.0, 1.7763568394002505e-15, 0.1904761904761898]"
"[[45], [6, 7, 8, 10, 12, 14, 17, 20, 21, 22, 23, 24, 25, 26, 27, 29, 32, 34, 35, 36, 37, 39, 44, 49, 50, 51], [2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 44, 45, 48, 49, 50, 51]]","[1.9999999999999991, 3.000000000000001, 4.0]","[2, 4, 6]","[8.881784197001252e-16, 0.9999999999999991, 2.0]"
"[[45], [2, 6, 8, 9, 11, 12, 14, 15, 17, 18, 25, 26, 27, 30, 31, 34, 35, 36, 37, 38, 45, 48, 49, 50], [2, 6, 7, 8, 9, 11, 12, 14, 15, 17, 18, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 34, 35, 36, 37, 38, 41, 45, 46, 48, 49, 50], [2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[2.0, 3.0, 4.333333333333333, 7.333333333333333]","[2, 4, 6, 8]","[0.0, 1.0, 1.666666666666667, 0.666666666666667]"
"[[7, 21, 30], [4, 5, 12, 14, 25, 37, 41, 48, 51], [5, 12, 14, 18, 25, 26, 27, 31, 37, 41, 44, 45, 48, 50, 51], [3, 5, 8, 11, 12, 14, 18, 24, 25, 26, 27, 29, 31, 34, 36, 37, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51], [3, 4, 5, 7, 8, 11, 12, 14, 18, 19, 21, 24, 25, 26, 27, 29, 30, 31, 34, 36, 37, 38, 39, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51], [3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[1.6000000000000003, 2.7999999999999994, 4.4, 6.199999999999999, 7.799999999999999, 9.799999999999997]","[2, 4, 6, 8, 10, 12]","[0.3999999999999997, 1.2000000000000006, 1.5999999999999996, 1.8000000000000007, 2.200000000000001, 2.200000000000003]"
"[[12, 15, 17], [2, 4, 6, 12, 15, 17, 23, 24, 26, 33, 34, 35, 36, 45, 48], [2, 3, 4, 6, 7, 8, 11, 12, 14, 15, 17, 18, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 45, 48, 49, 50], [2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51]]","[0.0, 1.0, 1.0, 5.0]","[2, 4, 6, 8]","[2.0, 3.0, 5.0, 3.0]"
"[[45], [12, 14, 18, 25, 31, 44, 48, 51], [5, 12, 14, 18, 19, 25, 26, 27, 31, 38, 43, 44, 45, 48, 49, 50, 51], [2, 3, 7, 8, 11, 16, 18, 21, 24, 26, 27, 29, 30, 31, 34, 35, 36, 42, 43, 44, 45, 47, 48, 49, 50], [2, 3, 5, 7, 8, 11, 12, 14, 16, 17, 18, 19, 20, 21, 25, 26, 27, 29, 30, 31, 34, 35, 36, 38, 42, 43, 44, 45, 47, 48, 49, 50, 51], [2, 3, 4, 5, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27, 29, 30, 31, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[1.9999999999999998, 2.9166666666666656, 4.874999999999996, 6.208333333333331, 7.958333333333326, 9.999999999999998]","[2, 4, 6, 8, 10, 12]","[2.220446049250313e-16, 1.0833333333333344, 1.1250000000000044, 1.7916666666666687, 2.041666666666674, 2.0000000000000018]"
"[[45], [3, 4, 11, 15, 18, 20, 21, 23, 28, 29, 30, 33, 34, 35, 39, 44, 45, 47, 48], [2, 3, 4, 5, 6, 7, 10, 11, 14, 15, 17, 18, 20, 21, 23, 26, 27, 28, 29, 30, 32, 33, 34, 35, 37, 39, 42, 44, 45, 47, 48, 51], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[1.9999999999999998, 4.000000000000003, 5.528795811518327, 8.000000000000002]","[2, 4, 6, 8]","[2.220446049250313e-16, -2.6645352591003757e-15, 0.4712041884816731, -1.7763568394002505e-15]"
"[[45], [3, 4, 5, 6, 7, 20, 24, 30, 34, 35, 36, 40, 42, 50], [2, 3, 6, 7, 11, 12, 15, 17, 21, 22, 24, 27, 34, 35, 37, 39, 40, 41, 45, 47, 49, 50], [2, 3, 6, 7, 8, 10, 11, 12, 13, 15, 17, 19, 21, 22, 24, 26, 27, 29, 34, 35, 37, 39, 40, 41, 43, 44, 45, 47, 48, 49, 50], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 30, 32, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]]","[2.0, 3.236363636363637, 4.781818181818181, 6.454545454545454, 8.454545454545453]","[2, 4, 6, 8, 10]","[0.0, 0.7636363636363628, 1.2181818181818187, 1.5454545454545459, 1.5454545454545467]"
"[[3, 11, 20, 28, 30, 39, 45], [3, 4, 5, 6, 10, 11, 14, 15, 17, 18, 20, 21, 23, 26, 28, 29, 30, 32, 33, 34, 35, 39, 44, 45, 47, 48, 51], [3, 4, 5, 6, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 35, 37, 39, 44, 45, 47, 48, 49, 50, 51], [2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[1.0, 2.5, 3.0, 8.0]","[2, 4, 6, 8]","[1.0, 1.5, 3.0, 0.0]"
"[[45], [5, 10, 12, 24, 26, 32, 36, 39, 40, 41, 44, 48, 50], [2, 4, 6, 9, 11, 14, 15, 18, 19, 20, 21, 33, 35, 37, 42, 43, 45, 46, 49], [4, 5, 9, 10, 11, 12, 14, 15, 18, 19, 20, 21, 24, 26, 32, 33, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50], [2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[2.0, 3.9999999999999996, 5.999999999999999, 8.0, 9.846153846153847]","[2, 4, 6, 8, 10]","[0.0, 4.440892098500626e-16, 8.881784197001252e-16, 0.0, 0.1538461538461533]"
"[[30, 40, 49], [8, 11, 13, 14, 25, 26, 30, 33, 39, 40, 41, 45, 49], [8, 9, 11, 13, 14, 18, 19, 25, 26, 28, 30, 33, 39, 40, 41, 43, 45, 49, 51], [7, 8, 9, 11, 13, 14, 18, 19, 24, 25, 26, 28, 30, 33, 39, 40, 41, 43, 45, 48, 49, 51], [3, 4, 5, 6, 7, 8, 9, 11, 13, 14, 18, 19, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 36, 38, 39, 40, 41, 42, 43, 45, 46, 48, 49, 51], [3, 4, 5, 6, 7, 8, 9, 11, 13, 14, 18, 19, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 36, 38, 39, 40, 41, 42, 43, 45, 46, 48, 49, 51], [3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 51], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 4.0, 8.0]","[2, 6, 8, 8, 12, 12, 14, 16]","[2.0, 5.0, 7.0, 7.0, 10.0, 10.0, 10.0, 8.0]"
"[[45], [4, 11, 15, 18, 20, 21, 35, 42], [2, 4, 9, 14, 15, 16, 19, 22, 25, 28, 33, 35, 37, 39, 41, 43, 45, 47, 49, 50, 51], [4, 5, 9, 10, 12, 14, 15, 16, 18, 19, 20, 21, 24, 26, 32, 33, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50], [2, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 47, 48, 49, 50, 51]]","[2.0, 4.0, 5.903846153846157, 7.817307692307696, 9.596153846153838]","[2, 4, 6, 8, 10]","[0.0, 0.0, 0.09615384615384315, 0.18269230769230393, 0.4038461538461622]"
"[[8, 18, 25, 30, 37], [2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 18, 20, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 45, 46, 48, 49, 50], [2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 18, 20, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 45, 46, 48, 49, 50], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 48, 49, 50, 51]]","[0.0, 2.0, 2.0, 6.0]","[2, 6, 6, 8]","[2.0, 4.0, 4.0, 2.0]"
"[[45], [4, 5, 6, 10, 14, 17, 21, 23, 26, 29, 32, 33, 34, 35, 44, 47, 48, 51], [2, 3, 4, 5, 6, 7, 10, 11, 14, 15, 17, 18, 20, 21, 23, 26, 27, 28, 29, 30, 32, 33, 34, 35, 37, 39, 42, 44, 45, 47, 48, 51], [2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[2.0, 4.0, 5.634146341463413, 8.0]","[2, 4, 6, 8]","[0.0, 0.0, 0.3658536585365866, 0.0]"
"[[26, 29, 45], [3, 9, 13, 14, 15, 17, 24, 26, 29, 30, 32, 33, 36, 43, 45, 49, 50], [3, 5, 7, 9, 13, 14, 15, 17, 18, 20, 22, 24, 26, 29, 30, 32, 33, 34, 35, 36, 38, 41, 42, 43, 45, 49, 50], [3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]]","[1.5555555555555562, 3.333333333333332, 4.777777777777775, 6.144444444444443]","[2, 4, 6, 8]","[0.44444444444444375, 0.6666666666666679, 1.222222222222225, 1.855555555555557]"
